用户ID,用户姓名,商品ID,商品名称,商品类别,单价,购买时间,购买数量,消费金额,用户城市,用户性别,用户年龄
U2340,纪哲毅,P76882,洗发水,美妆,395.33,2024-01-08 01:30:58,3,1185.99,深圳,男,64
U5435,娄力,P77722,乐高积木,玩具,198.18,2024-02-29 14:52:53,1,198.18,西安,男,22
U9326,任光龙,P41806,山地车,运动,600.28,2024-04-24 21:48:30,3,1800.84,苏州,女,59
U5914,吕善功,P91835,智能手表,电子产品,6149.28,2024-02-13 18:37:54,3,18447.84,西安,男,36
U5856,张军安,P81233,智能手表,电子产品,5278.58,2024-08-30 13:17:53,4,21114.32,北京,男,33
U6610,梁义启,P39348,遥控车,玩具,837.5,2024-02-20 17:55:21,4,3350.0,杭州,男,26
U7444,皮盛生,P86072,防晒霜,美妆,662.81,2024-01-09 22:18:49,5,3314.05,苏州,男,19
U8691,秦言东,P54072,瑜伽垫,运动,686.2,2024-02-29 11:46:44,2,1372.4,深圳,女,50
U2321,潘晨河,P67624,人物传记,书籍,876.57,2024-11-04 04:55:59,2,1753.14,西安,男,28
U9401,杭家,P12095,餐桌,家居,3534.8,2024-02-28 12:55:41,5,17674.0,苏州,男,57
U8908,袁昌,P68642,芭比娃娃,玩具,194.06,2024-12-03 23:54:31,1,194.06,深圳,男,62
U8187,计功,P91290,办公椅,家居,2547.91,2024-01-01 22:41:36,1,2547.91,杭州,男,53
U1469,薛祥超,P46601,防晒霜,美妆,233.1,2024-08-17 04:20:53,2,466.2,西安,女,45
U4084,纪辰飞,P73220,平板电脑,电子产品,1282.23,2024-04-08 14:09:38,2,2564.46,武汉,男,30
U5317,路盛力,P60993,历史书籍,书籍,692.87,2024-05-12 06:45:03,2,1385.74,天津,男,34
U3522,范振琛,P47308,连衣裙,服装,743.77,2024-08-10 09:49:06,3,2231.31,上海,男,37
U2468,茅友元,P40736,跑步鞋,运动,742.61,2024-06-26 14:00:06,4,2970.44,重庆,男,30
U9835,范兴安,P48252,桌游,玩具,935.43,2024-05-04 02:01:14,4,3741.72,苏州,男,22
U2559,米世,P66297,连衣裙,服装,359.85,2024-06-06 01:08:35,4,1439.4,武汉,女,56
U4426,贝信斌,P78259,拼图,玩具,481.94,2024-02-05 17:33:58,2,963.88,苏州,男,37
U1638,龚维仁,P36390,跑步鞋,运动,62.49,2024-09-22 00:11:16,1,62.49,天津,男,64
U5635,张翰腾,P45150,口红,美妆,202.98,2024-01-30 10:09:50,2,405.96,苏州,男,25
U9546,郭之承,P13992,粉底液,美妆,893.34,2024-06-17 19:18:57,2,1786.68,武汉,男,27
U6108,常兴才,P46354,漫画,书籍,110.11,2024-02-11 19:47:34,1,110.11,广州,男,18
U9128,胡国,P32164,蓝牙耳机,电子产品,5798.2,2024-10-12 15:05:40,2,11596.4,上海,女,27
U8899,盛天刚,P70605,瑜伽垫,运动,805.65,2024-02-12 22:42:53,5,4028.25,西安,女,27
U6165,舒发,P61428,芭比娃娃,玩具,509.24,2024-03-12 19:39:40,5,2546.2,成都,女,50
U7048,熊家斌,P49914,山地车,运动,756.73,2024-10-30 03:03:36,5,3783.65,武汉,女,34
U5219,安之,P60362,平板电脑,电子产品,876.81,2024-07-10 15:00:58,2,1753.62,重庆,女,18
U7787,秦翰鹏,P35609,运动鞋,服装,196.81,2024-01-29 17:09:19,3,590.43,西安,男,51
U9645,米善,P29015,跳绳,运动,253.56,2024-11-22 18:23:43,1,253.56,武汉,女,37
U9450,裘启,P20744,技术教材,书籍,681.91,2024-01-18 14:30:17,3,2045.73,重庆,女,33
U8450,禹文,P44286,人物传记,书籍,988.04,2024-04-11 15:13:28,5,4940.2,广州,女,41
U5878,贲翰,P14243,瑜伽垫,运动,135.19,2024-10-21 00:55:38,5,675.95,广州,男,48
U6033,钟富彪,P80420,抱枕,家居,991.43,2024-10-18 00:19:17,5,4957.15,南京,女,65
U4695,屈豪力,P38673,平板电脑,电子产品,6964.03,2024-12-04 02:37:58,3,20892.09,南京,女,48
U8724,熊盛龙,P22438,技术教材,书籍,476.01,2024-10-13 10:54:16,5,2380.05,上海,男,61
U7656,李伟达,P23566,充电宝,电子产品,7185.7,2024-01-10 06:11:41,3,21557.1,上海,女,61
U8471,章厚健,P81574,面霜,美妆,919.57,2024-02-10 16:47:27,2,1839.14,天津,男,27
U1690,俞翰峰,P35463,技术教材,书籍,85.96,2024-07-16 11:49:22,5,429.8,苏州,女,29
U9069,张裕,P46241,智能手表,电子产品,2269.61,2024-06-21 14:57:00,1,2269.61,武汉,男,62
U2878,臧辰强,P94428,充电宝,电子产品,557.06,2024-02-21 15:45:30,5,2785.3,南京,男,52
U2411,丁邦,P69705,显示器,电子产品,8561.84,2024-12-01 19:20:32,3,25685.52,北京,女,35
U6093,汪河,P70585,历史书籍,书籍,316.63,2024-04-18 00:34:18,3,949.89,上海,女,47
U5671,戚以建,P77355,抱枕,家居,212.65,2024-05-04 21:06:47,2,425.3,西安,女,45
U4071,唐和家,P32512,毛绒玩具,玩具,371.8,2024-07-24 17:04:14,2,743.6,武汉,女,48
U4120,元鸣,P60698,T恤,服装,550.26,2024-08-03 14:07:51,3,1650.78,深圳,女,44
U2751,石超亨,P26011,篮球,运动,481.32,2024-07-02 18:35:08,2,962.64,天津,男,55
U1132,赵厚,P65200,牛仔裤,服装,858.06,2024-12-11 02:34:58,4,3432.24,杭州,男,28
U1897,杨浩,P68329,毛绒玩具,玩具,489.62,2024-06-16 07:35:18,4,1958.48,广州,男,35
U8622,廉文,P91048,抱枕,家居,3453.71,2024-03-19 13:13:33,2,6907.42,西安,男,57
U2024,莫炎心,P75160,拼图,玩具,57.56,2024-07-26 04:32:26,1,57.56,西安,女,27
U4244,贺彬健,P89742,漫画,书籍,751.9,2024-08-13 03:27:23,5,3759.5,西安,女,53
U3145,章全冠,P59470,防晒霜,美妆,281.72,2024-08-12 22:37:59,2,563.44,西安,男,65
U7514,杜顺斌,P86972,显示器,电子产品,5440.67,2024-11-26 01:46:23,1,5440.67,上海,女,49
U9240,管岩星,P13414,口红,美妆,672.61,2024-04-14 11:07:46,2,1345.22,上海,女,56
U1076,柏雄友,P22102,防晒霜,美妆,706.31,2024-09-20 15:45:04,2,1412.62,武汉,男,35
U5284,任和,P76535,羽毛球拍,运动,343.8,2024-11-20 22:51:55,2,687.6,苏州,男,35
U1669,阮功良,P86671,办公椅,家居,3928.95,2024-08-23 16:53:18,3,11786.85,广州,女,18
U3370,雷博,P33774,笔记本电脑,电子产品,1453.15,2024-06-27 14:52:45,1,1453.15,北京,男,37
U6100,颜朋哲,P39630,心理学,书籍,189.34,2024-02-22 08:17:20,2,378.68,广州,男,60
U1325,宗富松,P53326,卫衣,服装,887.31,2024-10-08 06:48:56,3,2661.93,武汉,女,58
U3895,柏贵天,P26286,充电宝,电子产品,2442.72,2024-06-26 22:51:22,5,12213.6,重庆,男,55
U2242,莫河,P34471,蓝牙耳机,电子产品,5488.75,2024-08-24 16:15:47,3,16466.25,武汉,男,41
U1787,何文俊,P32925,蓝牙耳机,电子产品,998.03,2024-05-17 08:53:25,1,998.03,北京,女,59
U2070,冯辉树,P72326,收纳盒,家居,1833.45,2024-01-28 01:34:08,2,3666.9,北京,男,48
U2331,房翰宏,P63421,遥控车,玩具,741.54,2024-12-03 13:24:28,2,1483.08,深圳,女,39
U1584,江之昌,P62373,跑步鞋,运动,334.9,2024-01-14 19:50:57,1,334.9,南京,男,64
U1940,潘强,P50795,香水,美妆,870.5,2024-10-02 04:30:52,3,2611.5,北京,男,45
U7094,项鸣,P84589,芭比娃娃,玩具,275.5,2024-09-11 14:01:11,3,826.5,深圳,男,33
U2553,米仁,P48883,羽毛球拍,运动,817.1,2024-01-10 08:40:23,3,2451.3,广州,男,47
U5555,凌壮楠,P66562,运动鞋,服装,567.12,2024-01-05 02:40:44,2,1134.24,上海,女,21
U3593,席豪,P25044,羽绒服,服装,51.3,2024-10-26 04:12:29,4,205.2,成都,女,48
U4296,盛承,P47384,香水,美妆,236.2,2024-10-04 16:47:24,4,944.8,深圳,男,27
U7914,卜辰,P92551,四件套,家居,469.1,2024-04-18 10:44:28,5,2345.5,广州,男,36
U2435,刁松俊,P21492,桌游,玩具,261.32,2024-12-02 20:10:09,2,522.64,上海,女,48
U9439,屈健民,P67490,技术教材,书籍,946.5,2024-11-28 22:50:38,5,4732.5,西安,男,22
U7129,吴树生,P89587,技术教材,书籍,151.06,2024-02-08 10:59:32,4,604.24,南京,女,33
U1133,乐有,P63517,跳绳,运动,649.09,2024-02-15 20:44:18,2,1298.18,南京,女,21
U7812,郝策,P17769,沙发,家居,4382.22,2024-07-05 00:57:47,5,21911.1,北京,女,26
U5572,郎有辉,P22454,羽绒服,服装,139.68,2024-11-15 18:50:25,4,558.72,天津,女,50
U2048,葛广伦,P30452,洗发水,美妆,913.33,2024-11-04 14:18:02,2,1826.66,南京,女,33
U4790,史晨伯,P31620,技术教材,书籍,267.19,2024-10-18 13:20:06,5,1335.95,上海,女,57
U1317,凌思胜,P79035,面霜,美妆,755.95,2024-08-28 06:27:34,5,3779.75,武汉,女,36
U2941,孟山子,P28740,漫画,书籍,825.78,2024-01-16 18:34:38,4,3303.12,上海,女,21
U3653,韦永朋,P70703,办公椅,家居,206.49,2024-06-16 15:27:06,5,1032.45,北京,男,22
U6636,崔民胜,P67496,口红,美妆,824.03,2024-04-15 01:25:21,1,824.03,北京,女,20
U6144,席岩博,P97196,芭比娃娃,玩具,354.73,2024-02-26 08:56:53,4,1418.92,杭州,女,32
U6551,伏新冠,P17259,口红,美妆,66.99,2024-10-13 21:10:01,5,334.95,重庆,男,54
U3367,范才伟,P88605,桌游,玩具,222.39,2024-08-10 16:45:52,4,889.56,深圳,男,64
U1966,安辰,P45052,收纳盒,家居,2319.1,2024-11-19 23:36:24,2,4638.2,南京,女,46
U7790,廉顺,P44364,哑铃,运动,993.7,2024-08-20 09:24:20,3,2981.1,天津,男,48
U1840,常仁信,P21434,运动鞋,服装,489.28,2024-07-09 21:39:29,1,489.28,杭州,女,53
U5536,徐茂群,P82463,收纳盒,家居,3338.56,2024-11-30 22:56:05,3,10015.68,天津,女,20
U7855,姜顺冠,P79942,技术教材,书籍,815.18,2024-11-22 03:42:06,4,3260.72,杭州,男,29
U5680,滕利安,P22302,跳绳,运动,532.78,2024-10-31 19:59:03,5,2663.9,广州,女,27
U8309,卞庆雄,P42152,跳绳,运动,786.0,2024-11-26 23:42:16,5,3930.0,深圳,女,41
U4389,史山福,P77275,化妆刷套装,美妆,713.02,2024-03-24 07:19:11,4,2852.08,广州,女,46
U2588,霍炎哲,P48647,洗发水,美妆,718.53,2024-05-16 01:00:43,2,1437.06,苏州,男,22
U5907,房国才,P69509,牛仔裤,服装,975.22,2024-09-22 05:54:34,4,3900.88,北京,女,41
U1692,任志,P36165,羽绒服,服装,82.65,2024-04-28 05:54:03,2,165.3,北京,男,57
U9728,强行,P17148,牛仔裤,服装,850.96,2024-04-24 07:29:09,4,3403.84,西安,男,44
U3328,安辰盛,P25983,智能手机,电子产品,8109.44,2024-12-18 06:49:30,1,8109.44,天津,女,30
U1613,禹栋,P27647,历史书籍,书籍,104.5,2024-08-08 02:59:18,4,418.0,武汉,男,40
U2461,梁涛琛,P79405,智能手表,电子产品,3804.56,2024-09-28 09:59:42,3,11413.68,上海,女,65
U2183,徐康雄,P95260,香水,美妆,849.04,2024-04-11 17:27:50,3,2547.12,广州,女,33
U6044,章岩策,P44555,山地车,运动,605.96,2024-06-25 20:40:08,3,1817.88,西安,男,58
U5108,石健,P50035,面霜,美妆,581.3,2024-03-25 22:24:23,2,1162.6,上海,女,51
U4696,韩子言,P86096,运动鞋,服装,194.05,2024-12-28 22:33:39,1,194.05,武汉,女,42
U1731,钱翰生,P94857,平板电脑,电子产品,4421.88,2024-03-31 07:29:50,3,13265.64,南京,男,47
U1938,卞世士,P47420,芭比娃娃,玩具,292.89,2024-04-14 09:07:32,4,1171.56,南京,男,27
U2259,滕博邦,P41647,羽毛球拍,运动,437.7,2024-03-30 23:42:14,4,1750.8,重庆,男,60
U3591,席健生,P94015,洗发水,美妆,209.57,2024-03-25 07:31:52,1,209.57,重庆,女,35
U9453,毛子以,P23477,乐高积木,玩具,306.43,2024-11-02 01:24:41,1,306.43,成都,男,65
U1118,解天,P25795,夹克,服装,974.01,2024-08-31 12:54:12,2,1948.02,广州,女,32
U9627,郝裕树,P73414,洗发水,美妆,703.35,2024-02-11 04:03:48,1,703.35,广州,男,29
U7239,龚裕浩,P41931,变形金刚,玩具,712.7,2024-09-05 09:32:28,1,712.7,苏州,女,23
U9657,缪子,P84243,T恤,服装,347.96,2024-04-23 06:22:03,4,1391.84,天津,女,55
U7454,凌元保,P75761,心理学,书籍,608.86,2024-12-24 08:34:14,1,608.86,武汉,男,34
U4754,房顺博,P51159,山地车,运动,114.86,2024-01-08 16:23:28,2,229.72,南京,女,20
U1527,杭奇胜,P33422,充电宝,电子产品,4368.27,2024-11-11 04:57:57,1,4368.27,苏州,男,35
U3805,许山冠,P94742,智能手表,电子产品,8674.47,2024-01-22 03:59:06,5,43372.35,重庆,女,26
U8059,伏军,P96911,跳绳,运动,310.14,2024-10-10 16:20:24,1,310.14,天津,男,43
U1043,茅乐辉,P67069,化妆刷套装,美妆,667.69,2024-03-31 02:29:39,1,667.69,北京,男,29
U5234,伍安晨,P40132,沙发,家居,1912.03,2024-07-16 21:12:07,1,1912.03,苏州,男,64
U2526,魏志,P49867,历史书籍,书籍,682.49,2024-10-18 05:20:11,2,1364.98,西安,女,30
U7429,明义朋,P55772,智能手表,电子产品,9882.25,2024-12-02 17:26:02,1,9882.25,深圳,男,45
U1941,舒发,P20875,运动鞋,服装,988.3,2024-11-03 17:16:10,4,3953.2,武汉,女,55
U2095,谢海和,P92689,显示器,电子产品,9978.23,2024-12-15 23:09:38,1,9978.23,广州,男,31
U5626,吉东全,P20793,技术教材,书籍,600.24,2024-06-09 03:29:41,5,3001.2,北京,女,38
U4675,潘平磊,P70327,收纳盒,家居,4128.06,2024-03-01 13:05:18,5,20640.3,西安,男,24
U9391,秦胜兴,P87674,办公椅,家居,4245.9,2024-01-02 00:19:49,4,16983.6,上海,女,22
U8547,花海,P43873,变形金刚,玩具,71.04,2024-09-29 14:59:54,3,213.12,杭州,男,25
U5185,韩宏勇,P79923,瑜伽垫,运动,612.75,2024-07-29 14:23:37,1,612.75,上海,男,34
U3922,计胜,P56087,智能手机,电子产品,5414.62,2024-11-12 08:03:57,3,16243.86,上海,女,49
U7486,庞辉中,P20908,芭比娃娃,玩具,672.08,2024-01-05 05:25:30,4,2688.32,深圳,男,59
U2088,危德民,P92196,科幻小说,书籍,453.78,2024-12-15 20:22:06,4,1815.12,南京,女,38
U6438,薛保,P83560,面霜,美妆,920.08,2024-10-12 01:45:14,3,2760.24,上海,女,19
U8452,霍兴振,P50841,拼图,玩具,122.55,2024-01-16 03:07:22,2,245.1,上海,女,48
U7211,柏栋会,P47290,沙发,家居,2678.85,2024-11-07 09:12:54,1,2678.85,苏州,女,53
U4093,柳义茂,P34824,餐桌,家居,367.02,2024-04-22 11:55:44,5,1835.1,重庆,男,43
U5304,鲍仁朋,P53048,夹克,服装,830.73,2024-08-28 12:53:19,1,830.73,西安,女,37
U5226,湛克,P24757,哑铃,运动,441.99,2024-11-04 01:40:52,1,441.99,杭州,男,62
U6604,邵宏壮,P12727,技术教材,书籍,997.8,2024-01-23 17:58:27,2,1995.6,苏州,女,38
U6879,明钧,P32408,T恤,服装,699.17,2024-05-07 02:40:16,2,1398.34,成都,男,34
U2334,柯泰毅,P16480,餐桌,家居,2847.19,2024-08-23 13:07:29,1,2847.19,北京,女,22
U5255,贝轮家,P20725,充电宝,电子产品,8723.36,2024-10-16 18:30:16,1,8723.36,深圳,男,61
U9892,祝信,P43766,运动鞋,服装,230.3,2024-10-03 01:19:45,5,1151.5,广州,男,50
U5160,万达鸣,P73612,防晒霜,美妆,398.77,2024-09-24 23:52:30,3,1196.31,西安,男,37
U4564,邵文江,P17234,夹克,服装,762.28,2024-03-07 10:34:57,2,1524.56,上海,男,56
U1460,危林会,P30504,T恤,服装,651.87,2024-01-03 00:32:47,2,1303.74,成都,男,23
U6750,卜厚,P74250,平板电脑,电子产品,2952.22,2024-08-12 13:25:41,4,11808.88,深圳,男,28
U6082,梅有文,P76428,运动鞋,服装,597.69,2024-03-23 04:05:25,5,2988.45,广州,女,36
U2115,于和,P52562,卫衣,服装,58.78,2024-12-30 21:38:31,4,235.12,重庆,女,65
U5413,麻航翔,P96021,化妆刷套装,美妆,889.78,2024-08-05 03:51:29,1,889.78,武汉,男,50
U2257,娄时,P68168,蓝牙耳机,电子产品,612.16,2024-03-17 21:09:43,1,612.16,天津,女,57
U7029,石磊毅,P63156,跳绳,运动,559.51,2024-07-03 13:18:13,1,559.51,成都,女,50
U9324,陈建厚,P17210,四件套,家居,2100.16,2024-02-11 05:26:45,1,2100.16,杭州,男,27
U3229,季勇元,P50010,洗发水,美妆,288.76,2024-07-19 19:43:32,2,577.52,武汉,女,19
U2673,胡勇,P16707,拼图,玩具,712.58,2024-07-24 11:28:01,2,1425.16,北京,女,59
U1753,郎盛山,P98546,T恤,服装,317.67,2024-01-28 14:35:03,3,953.01,苏州,男,18
U6420,何时时,P88873,羽毛球拍,运动,422.01,2024-06-14 05:41:58,3,1266.03,南京,男,31
U3374,林伯良,P65813,牛仔裤,服装,62.0,2024-06-05 08:17:53,4,248.0,南京,女,48
U8822,龚山盛,P32393,跳绳,运动,987.59,2024-10-25 00:36:14,3,2962.77,武汉,男,20
U6207,凌翰,P51505,技术教材,书籍,775.37,2024-08-03 01:38:51,1,775.37,苏州,男,19
U5430,明鹏,P46545,漫画,书籍,167.1,2024-11-22 15:51:30,5,835.5,天津,男,40
U6271,闵朋建,P95311,笔记本电脑,电子产品,9288.13,2024-06-21 05:33:48,4,37152.52,成都,男,28
U2040,罗致中,P45742,时尚杂志,书籍,888.18,2024-04-25 23:24:05,2,1776.36,杭州,女,40
U1653,舒坚,P14719,防晒霜,美妆,664.0,2024-06-24 03:41:21,4,2656.0,深圳,男,26
U7698,马星有,P95214,心理学,书籍,990.06,2024-07-25 20:04:21,5,4950.3,武汉,男,57
U1787,柳梁政,P89860,显示器,电子产品,8066.67,2024-09-17 01:58:44,1,8066.67,深圳,女,58
U9277,徐福磊,P23319,台灯,家居,559.11,2024-10-05 11:00:35,5,2795.55,天津,男,32
U5262,唐辉钧,P58719,乐高积木,玩具,155.29,2024-06-21 13:05:08,2,310.58,上海,女,61
U1518,霍有保,P77488,拼图,玩具,234.82,2024-06-10 13:21:35,5,1174.1,成都,男,64
U2971,卜安元,P20685,遥控车,玩具,566.18,2024-04-10 08:08:26,3,1698.54,成都,女,50
U6275,郎梁,P26793,抱枕,家居,4754.5,2024-02-17 20:11:41,2,9509.0,南京,女,55
U3909,薛永伯,P69091,时尚杂志,书籍,561.36,2024-10-14 17:16:43,5,2806.8,杭州,女,38
U7653,余翰,P52425,哑铃,运动,449.29,2024-09-17 18:36:38,4,1797.16,深圳,男,48
U9978,金震邦,P53122,夹克,服装,501.5,2024-02-05 17:45:46,5,2507.5,苏州,男,55
U2777,费之,P74459,技术教材,书籍,539.63,2024-08-25 21:40:59,5,2698.15,北京,男,51
U2114,柏雄策,P20720,四件套,家居,1782.43,2024-02-08 14:37:57,1,1782.43,南京,女,54
U5706,屈义宁,P21941,四件套,家居,2978.05,2024-11-05 12:02:29,3,8934.15,武汉,女,28
U2735,崔世翔,P80412,连衣裙,服装,824.65,2024-11-15 11:14:18,5,4123.25,上海,男,26
U4597,危力谦,P19557,跑步鞋,运动,104.66,2024-04-14 06:06:44,5,523.3,西安,男,47
U8577,余庆弘,P43991,遥控车,玩具,530.6,2024-09-29 12:44:48,1,530.6,西安,女,22
U8448,金军,P29796,连衣裙,服装,549.13,2024-03-09 11:15:27,4,2196.52,广州,女,46
U8807,强振,P19361,连衣裙,服装,48.51,2024-09-09 12:24:20,4,194.04,南京,男,56
U4276,邓楠善,P37203,洗发水,美妆,437.32,2024-06-22 23:44:50,3,1311.96,天津,男,35
U9224,章家超,P18935,技术教材,书籍,637.61,2024-06-21 16:09:50,3,1912.83,深圳,女,48
U4848,郝善会,P33754,毛绒玩具,玩具,158.5,2024-05-18 14:17:29,4,634.0,西安,女,46
U9369,穆冠伦,P37767,夹克,服装,707.75,2024-02-29 22:54:25,4,2831.0,苏州,男,38
U7506,危勇,P51053,时尚杂志,书籍,856.43,2024-07-03 02:35:53,3,2569.29,上海,男,31
U9642,喻泽,P84135,毛绒玩具,玩具,852.93,2024-01-14 15:48:15,2,1705.86,南京,女,25
U1804,葛奇生,P42795,办公椅,家居,2599.87,2024-06-01 21:35:11,3,7799.61,北京,男,45
U2210,阮腾全,P52938,乐高积木,玩具,497.94,2024-06-09 11:19:38,5,2489.7,深圳,男,29
U7480,顾时茂,P41416,收纳盒,家居,1564.94,2024-05-06 10:17:32,3,4694.82,武汉,女,48
U9625,郝雄友,P30588,T恤,服装,695.84,2024-10-28 17:04:47,3,2087.52,深圳,女,44
U7898,元贵旭,P49941,智能手机,电子产品,2854.46,2024-12-09 05:32:01,2,5708.92,上海,男,20
U9890,夏超政,P10883,羽毛球拍,运动,706.49,2024-02-03 06:08:32,3,2119.47,成都,女,58
U5823,魏以朋,P50921,连衣裙,服装,641.26,2024-06-15 03:29:30,5,3206.3,广州,女,23
U9134,和辰利,P66374,台灯,家居,3678.71,2024-03-01 06:48:00,5,18393.55,天津,男,57
U7021,贺敬裕,P93079,羽毛球拍,运动,375.83,2024-12-09 13:09:09,5,1879.15,南京,女,64
U9697,胡良毅,P20411,漫画,书籍,330.63,2024-06-17 20:53:57,4,1322.52,广州,男,23
U5809,雷亨冠,P33885,防晒霜,美妆,401.83,2024-12-28 00:41:45,2,803.66,西安,女,43
U1051,尤亨翔,P89807,化妆刷套装,美妆,546.37,2024-09-26 06:32:58,5,2731.85,天津,男,28
U6488,邹和天,P84890,乐高积木,玩具,599.37,2024-05-03 14:15:16,2,1198.74,重庆,女,54
U4521,席鸣,P21375,跑步鞋,运动,806.93,2024-02-24 22:52:52,5,4034.65,西安,男,41
U3163,吴有,P63762,科幻小说,书籍,751.03,2024-04-21 18:19:35,4,3004.12,杭州,女,35
U2483,郝天超,P78567,收纳盒,家居,4017.7,2024-10-12 07:43:46,1,4017.7,重庆,男,63
U2421,禹贵若,P93253,哑铃,运动,693.76,2024-04-07 01:50:03,2,1387.52,西安,男,53
U8515,阮乐昌,P28329,时尚杂志,书籍,756.29,2024-11-29 18:30:45,3,2268.87,广州,男,48
U8482,云诚会,P64563,桌游,玩具,721.16,2024-08-08 14:28:18,4,2884.64,重庆,男,47
U6737,余义,P23785,时尚杂志,书籍,864.98,2024-10-09 03:00:39,2,1729.96,武汉,男,64
U7681,左伯,P87150,洗发水,美妆,781.62,2024-10-15 15:16:16,1,781.62,北京,男,48
U4250,伍思达,P33315,平板电脑,电子产品,5965.72,2024-02-03 00:36:24,5,29828.6,上海,女,58
U5599,蔡泽,P22451,沙发,家居,411.0,2024-08-22 06:58:50,2,822.0,重庆,男,56
U8666,何安亨,P31448,化妆刷套装,美妆,435.47,2024-06-13 23:31:10,3,1306.41,武汉,男,57
U5279,成清言,P71799,收纳盒,家居,1445.82,2024-02-17 11:44:34,3,4337.46,北京,男,39
U5797,许子毅,P81361,桌游,玩具,779.71,2024-09-13 00:26:18,4,3118.84,成都,女,22
U4528,章之利,P95007,羽绒服,服装,670.05,2024-05-09 18:54:34,4,2680.2,北京,男,19
U8745,钮健伯,P75267,芭比娃娃,玩具,66.11,2024-09-19 20:52:42,4,264.44,杭州,女,51
U9576,袁固鸣,P16616,拼图,玩具,350.64,2024-06-08 04:36:45,3,1051.92,苏州,女,34
U1401,陈福保,P43588,抱枕,家居,1693.92,2024-03-24 02:26:57,2,3387.84,北京,女,38
U9630,滕光,P60593,乐高积木,玩具,199.73,2024-06-25 10:55:21,1,199.73,西安,女,37
U2244,康中宏,P76431,粉底液,美妆,980.85,2024-02-16 18:12:26,3,2942.55,上海,男,39
U9683,邬栋,P52222,乐高积木,玩具,455.23,2024-01-26 00:59:37,2,910.46,西安,男,36
U3443,危岩士,P16337,哑铃,运动,577.43,2024-01-05 21:55:45,4,2309.72,杭州,男,22
U2467,元辉,P83412,哑铃,运动,283.25,2024-06-20 22:13:51,2,566.5,上海,男,44
U7398,米善,P65964,抱枕,家居,4194.2,2024-05-04 07:46:33,1,4194.2,重庆,女,62
U9280,薛河,P60161,芭比娃娃,玩具,804.94,2024-02-04 01:37:12,1,804.94,北京,女,23
U7125,钮家,P88633,跳绳,运动,139.27,2024-04-20 19:12:56,1,139.27,北京,男,56
U9450,茅策,P80939,漫画,书籍,359.42,2024-05-15 17:29:21,1,359.42,天津,女,22
